MinAbsEStateIndex,MinEStateIndex,qed,SPS,ExactMolWt,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,AvgIpc,BalabanJ,BertzCT,Chi0n,Chi2n,Chi3v,Chi4n,HallKierAlpha,Ipc,Kappa2,Kappa3,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticHeterocycles,NumAromaticRings,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,fr_Al_COO,fr_Al_OH,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_C_O,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_Ndealkylation1,fr_Ndealkylation2,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azo,fr_benzene,fr_bicyclic,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_ketone,fr_ketone_Topliss,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol_noOrthoHbond,fr_piperdine,fr_piperzine,fr_priamide,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiophene,fr_unbrch_alkane,fr_urea,IC50_nM,CC50_nM,log1p_IC50_nM,log1p_CC50_nM,SI_corrected,log1p_SI,IC50_gt_median,CC50_gt_median,SI_gt_median,SI_gt_8,EState_Delta,HAcceptors_to_HDonors_Ratio,MolLogP_sq,MolWt_x_TPSA
0.3872247872728121,0.3872247872728121,0.4173618732617801,42.92857142857143,384.350449408,0.0388436542985111,-0.2935255147973819,0.2935255147973819,0.6428571428571429,1.035714285714286,1.321428571428571,14.8222660494387,9.700469635810666,2.600532088113167,-2.343082085132494,2.644697757474545,-2.322229234053284,5.94451857322285,0.193480759150443,3.150502892205044,1.164037575501787,611.9203005807427,19.53440910361774,12.05807752336798,10.69599066122574,7.340246526019462,-0.66,2187750.164884781,6.947534329517691,2.868737096784919,0.0,0.0,0.0,0.0,0.0,0.0,9.984809465271338,0.0,0.0,0.0,54.38406644399575,74.03236601452443,35.34286375616011,0.0,0.0,11.4233700055414,0.0,0.0,43.48058343518124,105.7506394274039,13.08951281182515,0.0,0.0,0.0,0.0,0.0,24.51288281736655,0.0,33.49577396990991,105.7506394274039,9.984809465271338,0.0,0.0,24.72,0.0,0.0,0.0,0.0,21.65996187758712,24.92532490414794,64.20821622926012,11.4233700055414,0.0,41.54242319814374,9.984809465271338,0.0,0.0,10.1881924437462,0.0,4.807589192862531,1.764908477578238,0.0,13.25822336932681,16.98108651648622,0.0,0.9230769230769232,0,2,4,0,4,0,0,2,7,4,0,4,4,7.121200000000009,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6239373.566893882,175482381.5688905,15.64639050565784,18.983049211608517,28.12500000000001,3.371596911885865,0,0,1,1,4.706871434600286,2000000.0,50.71148944000013,9508.597440000003
0.5338684970983402,0.5338684970983402,0.4624728071616784,45.21428571428572,388.381749536,0.0128865702338628,-0.3134072129990773,0.3134072129990773,0.6071428571428571,1.0,1.285714285714286,14.97511000634207,9.689226058600022,2.614066470420122,-2.394689647839289,2.658342289949484,-2.444816775724512,5.134526939622194,0.1203222980173243,3.150502892205044,1.080362063115187,516.7801241234168,19.79468245099708,12.6485447474597,11.47309048038667,8.180905033985566,-0.08,2187750.164884781,7.257647928994084,3.02717656903665,10.63357720801266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.38406644399575,97.95185976514314,12.08368165829592,0.0,0.0,0.0,0.0,10.63357720801266,33.49577396990991,117.8343210856998,13.08951281182515,0.0,10.63357720801266,0.0,0.0,0.0,25.17319447012107,0.0,33.49577396990991,105.7506394274039,0.0,0.0,0.0,24.06,0.0,0.0,0.0,0.0,21.65996187758712,23.91949375061871,77.29772904108526,0.0,0.0,52.1760004061564,0.0,0.0,0.0,0.0,7.922833425125994,2.153503044012327,1.914376644091859,1.536673841828201,14.13538102269576,17.6705653555792,0.0,1.0,2,2,4,0,4,0,0,2,9,4,0,4,4,6.155600000000006,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,771831.2468161961,5402818.727713373,13.556522508524315,15.502431547049024,6.999999999999999,2.0794415416798357,0,0,1,0,3.4275482154646566,0.99999950000025,37.89141136000007,9351.737040000004
0.5432308210510737,0.5432308210510737,0.2609227801240689,42.1875,446.45890269618,0.0948015475135507,-0.3255733210758452,0.3255733210758452,0.5625,0.90625,1.15625,15.35393759886982,9.68129265007358,2.665273775695772,-2.4772026580666,2.679014399768647,-2.565224041654418,5.11718734403878,-0.92290157043431,3.214947253123124,1.219066029523398,643.6201536047666,23.68910964199699,15.67121607458041,13.40223604416653,10.14030341075288,-0.08,8610750.760455066,7.709372924468942,3.470069678502657,8.966061715389248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.54242319814374,74.03236601452444,23.67162418464558,53.36388240082982,8.966061715389248,0.0,0.0,0.0,33.49577396990991,117.8343210856998,41.28020074253391,0.0,0.0,0.0,0.0,0.0,62.32994411621907,0.0,33.49577396990991,105.7506394274039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.65996187758712,23.91949375061871,86.2637907564745,0.0,0.0,69.73311112885249,0.0,2.517629791177771,0.0,0.0,0.0,2.184127470091298,1.930720384526508,1.738402236889929,14.4916192655274,18.2872161632852,10.18361802183522,1.0,0,2,4,0,4,0,0,2,9,4,0,4,4,7.129200000000009,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,223808777.7802645,161142320.0017905,19.226302579079324,18.897798513844883,0.7200000000000002,0.5423242908253618,1,0,0,0,2.0838865631318493,0.0,50.82549264000013,0.0
0.390602645354716,0.390602645354716,0.3778455055831542,41.86206896551724,398.366099472,0.0388436451959607,-0.2935255148336137,0.2935255148336137,0.6206896551724138,1.0,1.310344827586207,14.82121596989277,9.70049715960851,2.600528653569801,-2.342884614287352,2.644708711275066,-2.322030494033969,5.944501630845527,0.1935102089478292,3.17926985320412,1.120512909778165,626.6513661249833,20.24151588480429,12.41163091396125,10.94599066122574,7.517023221316098,-0.66,3572141.766774113,7.485203794175765,3.263847962156897,0.0,0.0,0.0,0.0,0.0,0.0,9.984809465271338,0.0,0.0,0.0,60.80488806692176,74.03236601452443,35.34286375616011,0.0,0.0,11.4233700055414,0.0,0.0,43.48058343518124,112.1714610503299,13.08951281182515,0.0,0.0,0.0,0.0,0.0,24.51288281736655,0.0,33.49577396990991,112.1714610503299,9.984809465271338,0.0,0.0,24.72,0.0,0.0,0.0,0.0,21.65996187758712,24.92532490414794,70.62903785218613,11.4233700055414,0.0,41.54242319814374,9.984809465271338,0.0,0.0,10.19472009788506,0.0,4.827851813732591,1.769975405362917,0.0,14.69543927282678,17.01201341019265,0.0,0.925925925925926,0,2,4,0,4,0,0,2,8,4,0,4,4,7.511300000000009,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1705624.296116444,107855654.0191281,14.34944234405642,18.4963043635382,63.23529411764707,4.162552812248634,0,0,1,1,4.7067574035878135,2000000.0,56.41962769000014,9855.344880000004
0.2704760518661459,0.2704760518661459,0.4290384545075999,36.51428571428571,466.334799344,0.0628974587838001,-0.2572393015210201,0.2572393015210201,0.6,0.9714285714285714,1.257142857142857,14.83111152791072,9.70038553581742,2.602485715919116,-2.342009125064716,2.648473252120894,-2.318892629384824,5.963447710669175,0.193686506552366,3.337073624442143,1.13667806407789,1101.164251546143,22.61767735120201,13.61370045294676,11.8334804888388,8.119075847834536,-2.22,105375761.6128024,7.639210919851287,3.345855439602058,0.0,0.0,0.0,0.0,0.0,0.0,9.984809465271338,0.0,0.0,0.0,65.80789147199017,103.0039156488389,22.25335094433497,11.37477254936712,0.0,22.79814255490853,0.0,0.0,43.48058343518124,86.48817455862581,0.0,0.0,0.0,11.37477254936712,0.0,0.0,11.4233700055414,6.42082162292601,33.49577396990991,91.1942559190938,58.51574601296421,0.0,0.0,24.72,0.0,0.0,0.0,10.82998093879356,10.82998093879356,29.63140626461592,61.07520272649145,0.0,0.0,90.0733597458366,9.984809465271338,0.0,0.0,10.3010198025079,0.0,9.0717826238612,1.605177804776269,17.86905772255992,8.627310798875893,14.6923179140855,0.0,0.5757575757575758,0,2,4,0,4,0,2,2,4,4,0,4,6,9.1148,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107131531.8094944,139270991.3523427,18.489567916075284,18.7519321783887,1.2999999999999996,0.8329091229351039,1,0,0,0,4.880033849387804,2000000.0,83.07957904000001,11537.145360000008
0.278082987709212,0.278082987709212,0.711012171569234,28.6,332.225248896,0.0628974587838001,-0.3987285599838353,0.3987285599838353,0.96,1.56,2.08,14.82086038684734,9.700404399924688,2.592294942303743,-2.341882516374624,2.637658457192008,-2.31885681161874,5.956004043882383,0.1937013120396086,2.92051309758689,1.523516049715847,798.9913641424451,15.54914341214241,8.636820197918892,7.100583585903141,4.812877560216466,-2.09,628774.7878580671,5.723892704119872,2.681684775361196,5.733667477162185,0.0,0.0,0.0,0.0,0.0,4.992404732635669,0.0,0.0,0.0,45.03667987291831,72.40855426450265,16.81406174685105,5.687386274683562,0.0,17.08645755213783,0.0,0.0,21.74029171759062,46.4544980907759,5.733667477162185,0.0,5.733667477162185,11.37477254936712,0.0,0.0,5.711685002770702,6.42082162292601,16.74788698495495,51.16057945124389,53.52334128032855,0.0,0.0,38.38,0.0,0.0,0.0,5.41499046939678,5.41499046939678,23.71350021845453,36.10105285494272,0.0,12.13273413692322,57.16941400984153,10.72607220979785,0.0,0.0,5.068012779568516,0.0,12.35843304181242,0.8065186492255949,16.87564973555559,4.766280046136041,7.291772414368499,0.0,0.4347826086956522,2,2,2,0,2,0,2,2,3,2,0,2,4,5.778300000000005,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15037910.57255341,30075821.14510681,16.52608500863639,17.219232155947036,1.9999999999999996,1.0986122886681096,0,0,0,0,5.480325047103252,1.999998000002,33.38875089000006,12761.004580000004
0.4296494105587354,0.4296494105587354,0.3285394231379137,36.56410256410256,528.44325263218,0.1321598962435728,-0.2930725743873615,0.2930725743873615,0.5641025641025641,0.8974358974358975,1.153846153846154,15.36101173216274,9.680919227135966,2.670743012800814,-2.469845058357347,2.682798253750355,-2.570517086924708,5.484711748043846,0.0735966347923335,3.412805476470516,1.156405779851839,1135.685264139421,26.77237788958126,16.84202661743565,14.66614960902534,10.86636094498406,-1.64,459191993.9711307,8.447529983148787,3.655882189183588,0.0,11.37477254936712,0.0,0.0,0.0,0.0,8.966061715389248,0.0,0.0,0.0,65.80789147199017,90.16227240298684,23.67162418464558,40.27436958900468,0.0,11.37477254936712,0.0,8.966061715389248,33.49577396990991,98.57185621692172,28.19068793070876,0.0,8.966061715389248,11.37477254936712,0.0,0.0,40.27436958900468,6.42082162292601,33.49577396990991,91.1942559190938,48.53093654769288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.74364353588304,27.22269543063804,61.02660527031718,0.0,0.0,118.2640476765454,0.0,2.020151197669513,0.0,0.0,0.0,7.534827179741789,1.766502445743767,20.65063997511389,9.374572387765228,15.32736940690484,9.825937407060971,0.6756756756756757,0,2,4,0,4,0,2,2,6,4,0,4,6,8.840800000000005,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,18908166.815410912,14559288.4478664,16.75510454622138,16.493739797884448,0.7699999999999999,0.5709795465857377,0,0,0,0,2.15482251550305,0.0,78.15974464000008,0.0
0.0798449757261814,-0.3012595406838834,0.2173322318502264,31.33333333333333,694.54372948,0.2257502739547918,-0.3556231179854463,0.3556231179854463,0.6078431372549019,1.0,1.392156862745098,16.15288237462965,9.49217585385057,2.558257201437969,-2.54270129672399,2.58593262903773,-2.549777983204637,5.834761925142183,-0.1391007821176213,3.095616828856079,0.9245477374022116,1460.333756810977,33.61081455299528,18.98163509484001,15.05013502432923,11.87261528800378,-2.62,142014916108.3997,15.01803007645631,7.081672348112992,10.63357720801266,0.0,0.0,11.81435945870301,0.0,0.0,9.589074368143644,0.0,0.0,0.0,123.8922081229247,132.0905303028812,13.08951281182515,10.82998093879356,9.589074368143644,11.81435945870301,0.0,10.63357720801266,22.66579303111634,174.3680149725315,13.08951281182515,0.0,10.63357720801266,0.0,0.0,0.0,24.90387227052816,33.26069855278922,22.66579303111634,184.077099738068,36.39820241076966,0.0,0.0,58.2,0.0,9.589074368143644,0.0,33.47432133629013,23.67162418464557,96.5601939098633,46.222352196034,0.0,0.0,102.4216772163073,0.0,0.0,0.0,27.6437591547126,6.784550242797004,8.473058000295891,2.427543794831465,14.36361005320726,16.41501480298867,20.05913061783378,0.0,0.7021276595744681,2,4,4,0,4,0,2,4,12,2,0,2,6,10.83709999999999,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,2,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,28773086.80552558,23593931.18053097,17.174951057037447,16.97650012594269,0.8199999999999998,0.5988365010887039,0,0,0,0,14.123139118040184,0.99999950000025,117.4427364099998,40454.17980000001
0.0191231021627706,-0.4118276311098905,0.1877813773196451,29.15789473684211,762.512429352,0.2301233691404194,-0.3256134336823175,0.3256134336823175,0.5614035087719298,0.9473684210526316,1.315789473684211,16.15299700868541,9.492103494849207,2.560237194207268,-2.542448017052229,2.589584016176127,-2.534166358902851,5.961178414360497,-0.1333978689798444,3.184153270801699,0.8938029516960042,1995.57571364356,35.986976019393,20.18093829669435,15.95732441519375,12.4799160112827,-4.179999999999999,4095502691529.447,14.88561657183155,6.972321470804225,10.63357720801266,0.0,0.0,11.81435945870301,0.0,0.0,9.589074368143644,0.0,0.0,0.0,128.8952115279931,161.0620799371957,11.37477254936712,10.82998093879356,9.589074368143644,23.18913200807014,0.0,0.0,22.66579303111634,148.6847284808275,10.63357720801266,0.0,10.63357720801266,11.37477254936712,0.0,0.0,11.81435945870301,39.68152017571523,22.66579303111634,163.0998946068319,84.92913895846256,0.0,0.0,58.2,10.82998093879356,9.589074368143644,0.0,22.64434039749657,23.67162418464557,82.00381040155325,44.50761193357597,0.0,0.0,150.9526137640002,0.0,0.0,0.0,28.34322896993967,6.697445184779838,12.08548694301886,1.999976124989597,31.04080690248095,11.28886419851416,18.37752500961026,0.0,0.5094339622641509,2,4,4,0,4,0,4,4,8,2,0,2,8,12.82219999999998,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2,2,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50057067.67794174,153709268.0267687,17.728674286079666,18.850573512655156,3.0706806282722505,1.4038102160067591,1,0,0,0,14.58344211607973,0.99999950000025,164.40881283999946,44413.75859999998
0.2392260518661458,0.2392260518661458,0.4399154244159055,36.4,468.3140639,0.1270830306641318,-0.4573791779576538,0.4573791779576538,0.6,0.9714285714285714,1.257142857142857,16.48055297498304,9.700415948571102,2.602517443310568,-2.341981426347941,2.64878228278003,-2.318862773257647,5.963633588030918,0.193686540716181,3.337073624442143,1.13667806407789,1107.629257484972,22.31881886047933,13.19389377012939,11.46169546495532,7.820217357111848,-2.419999999999999,105375761.6128024,7.540774784817459,3.294634080850217,4.736862953800049,11.49902366656781,0.0,0.0,0.0,0.0,9.984809465271338,0.0,0.0,0.0,41.54242319814374,109.7216593163653,22.25335094433497,11.37477254936712,4.736862953800049,22.79814255490853,0.0,0.0,43.48058343518124,80.0673529356998,0.0,11.49902366656781,4.736862953800049,11.37477254936712,11.49902366656781,0.0,11.4233700055414,0.0,33.49577396990991,80.0673529356998,58.51574601296421,0.0,0.0,33.95,0.0,0.0,0.0,10.82998093879356,10.82998093879356,47.55125155410974,37.10665649724544,0.0,24.26546827384644,65.80789147199017,14.72167241907139,6.135893460779373,0.0,10.18990869139679,0.0,6.033338664104559,3.240723679372919,16.48016883367103,7.523698139305892,14.56293519803611,0.0,0.5625,0,3,4,0,4,0,2,3,4,4,0,4,6,9.3163,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6400846.618646093,400906359.88120025,15.671940979973895,19.809238443990232,62.63333333333333,4.153137442063592,0,0,1,1,5.896667408913228,3000000.0,86.79344569,15911.855750000012
